,frame_id,angle,public,torque,speed,File,angle_range,labels
22,1.48e+18,-0.029670598,1,,,1479425442282862682.jpg,"(-0.0419, -0.0105]",3
3751,1.48e+18,0.003490658,0,,,1479425628765391269.jpg,"(-0.0105, 0.00366]",4
5188,1.48e+18,0.005235988,0,,,1479425700627920618.jpg,"(0.00366, 0.0197]",5
715,1.48e+18,0.001600996,0,,,1479425476938859087.jpg,"(-0.0105, 0.00366]",4
5590,1.48e+18,-0.090757124,0,,,1479425720731420306.jpg,"(-0.0977, -0.0419]",2
2890,1.48e+18,0.019198623,1,,,1479425585707933926.jpg,"(0.00366, 0.0197]",5
1267,1.48e+18,-0.370011824,0,,,1479425504543788742.jpg,"(-0.879, -0.248]",0
3925,1.48e+18,-0.071558498,0,,,1479425637466952634.jpg,"(-0.0977, -0.0419]",2
3028,1.48e+18,0.085226163,1,,,1479425592609091218.jpg,"(0.0492, 0.104]",7
1414,1.48e+18,-0.125663713,0,,,1479425511894958536.jpg,"(-0.248, -0.0977]",1
4024,1.48e+18,-0.31680174,0,,,1479425642417747471.jpg,"(-0.879, -0.248]",0
3917,1.48e+18,-0.068170407,1,,,1479425637066852405.jpg,"(-0.0977, -0.0419]",2
4255,1.48e+18,0.896441601,1,,,1479425653969719494.jpg,"(0.24, 0.95]",9
3227,1.48e+18,-0.048869219,1,,,1479425602560815898.jpg,"(-0.0977, -0.0419]",2
2840,1.48e+18,0.122173049,0,,,1479425583207437885.jpg,"(0.104, 0.24]",8
3133,1.48e+18,-0.207589702,0,,,1479425597860081005.jpg,"(-0.248, -0.0977]",1
3767,1.48e+18,0.062023233,1,,,1479425629565480121.jpg,"(0.0492, 0.104]",7
1952,1.48e+18,-0.279770134,1,,,1479425538799639252.jpg,"(-0.879, -0.248]",0
1442,1.48e+18,0.050614547,0,,,1479425513295260317.jpg,"(0.0492, 0.104]",7
3477,1.48e+18,0.236074618,1,,,1479425615062887448.jpg,"(0.104, 0.24]",8
1050,1.48e+18,0.004141636,0,,,1479425493691750874.jpg,"(0.00366, 0.0197]",5
3188,1.48e+18,-0.27347161,1,,,1479425600610476914.jpg,"(-0.879, -0.248]",0
4842,1.48e+18,-0.064358411,0,,,1479425683324860764.jpg,"(-0.0977, -0.0419]",2
3659,1.48e+18,0.191696724,0,,,1479425624164544172.jpg,"(0.104, 0.24]",8
2677,1.48e+18,-0.286860115,0,,,1479425575055989969.jpg,"(-0.879, -0.248]",0
14,1.48e+18,-0.054105207,0,,,1479425441882830087.jpg,"(-0.0977, -0.0419]",2
1376,1.48e+18,-0.256142998,0,,,1479425509994639991.jpg,"(-0.879, -0.248]",0
2564,1.48e+18,0.006260859,1,,,1479425569404964942.jpg,"(0.00366, 0.0197]",5
4002,1.48e+18,-0.033669849,0,,,1479425641317587997.jpg,"(-0.0419, -0.0105]",3
3335,1.48e+18,0.266441285,1,,,1479425607961699603.jpg,"(0.24, 0.95]",9
5389,1.48e+18,-0.029670598,1,,,1479425710679640512.jpg,"(-0.0419, -0.0105]",3
1189,1.48e+18,0.214907541,1,,,1479425500642994512.jpg,"(0.104, 0.24]",8
1466,1.48e+18,0.003490658,1,,,1479425514495334700.jpg,"(-0.0105, 0.00366]",4
3508,1.48e+18,0.071418744,1,,,1479425616613238594.jpg,"(0.0492, 0.104]",7
2106,1.48e+18,-0.004680952,1,,,1479425546500956206.jpg,"(-0.0105, 0.00366]",4
1455,1.48e+18,0.04363323,1,,,1479425513945317922.jpg,"(0.0197, 0.0492]",6
1540,1.48e+18,0.001745329,1,,,1479425518196060079.jpg,"(-0.0105, 0.00366]",4
1728,1.48e+18,0.139626339,0,,,1479425527597672082.jpg,"(0.104, 0.24]",8
1522,1.48e+18,0.0,1,,,1479425517295849722.jpg,"(-0.0105, 0.00366]",4
4839,1.48e+18,-0.055850536,1,,,1479425683174929661.jpg,"(-0.0977, -0.0419]",2
3705,1.48e+18,0.083775803,1,,,1479425626464974349.jpg,"(0.0492, 0.104]",7
4338,1.48e+18,-0.13789012,0,,,1479425658120465779.jpg,"(-0.248, -0.0977]",1
859,1.48e+18,-0.010471975,0,,,1479425484140130080.jpg,"(-0.0419, -0.0105]",3
3646,1.48e+18,0.155370787,0,,,1479425623514374531.jpg,"(0.104, 0.24]",8
186,1.48e+18,0.013962634,1,,,1479425450484147791.jpg,"(0.00366, 0.0197]",5
3044,1.48e+18,0.125663713,0,,,1479425593409271692.jpg,"(0.104, 0.24]",8
4119,1.48e+18,-0.021975692,0,,,1479425647168561360.jpg,"(-0.0419, -0.0105]",3
3059,1.48e+18,0.259394681,1,,,1479425594159177578.jpg,"(0.24, 0.95]",9
4710,1.48e+18,0.094247781,1,,,1479425676723773735.jpg,"(0.0492, 0.104]",7
5555,1.48e+18,-0.130899698,0,,,1479425718981141006.jpg,"(-0.248, -0.0977]",1
4211,1.48e+18,0.40347469,1,,,1479425651769458387.jpg,"(0.24, 0.95]",9
720,1.48e+18,-0.09765391,0,,,1479425477188922979.jpg,"(-0.0977, -0.0419]",2
4099,1.48e+18,-0.136896522,1,,,1479425646168418425.jpg,"(-0.248, -0.0977]",1
830,1.48e+18,0.005235988,0,,,1479425482689800193.jpg,"(0.00366, 0.0197]",5
2881,1.48e+18,-0.015707964,0,,,1479425585257835656.jpg,"(-0.0419, -0.0105]",3
1018,1.48e+18,0.068307296,1,,,1479425492091474037.jpg,"(0.0492, 0.104]",7
1536,1.48e+18,0.0,0,,,1479425517995946341.jpg,"(-0.0105, 0.00366]",4
161,1.48e+18,-0.020943951,1,,,1479425449233996144.jpg,"(-0.0419, -0.0105]",3
2370,1.48e+18,0.020943951,1,,,1479425559703282328.jpg,"(0.0197, 0.0492]",6
781,1.48e+18,-0.068377243,0,,,1479425480239342730.jpg,"(-0.0977, -0.0419]",2
4953,1.48e+18,-0.010471975,1,,,1479425688875837581.jpg,"(-0.0419, -0.0105]",3
4210,1.48e+18,0.377350997,1,,,1479425651719499607.jpg,"(0.24, 0.95]",9
819,1.48e+18,-0.005110629,0,,,1479425482139781143.jpg,"(-0.0105, 0.00366]",4
2594,1.48e+18,-0.038298852,0,,,1479425570905254397.jpg,"(-0.0419, -0.0105]",3
3861,1.48e+18,0.008439168,1,,,1479425634266313653.jpg,"(0.00366, 0.0197]",5
1648,1.48e+18,0.019289219,1,,,1479425523596959177.jpg,"(0.00366, 0.0197]",5
2758,1.48e+18,0.248802983,0,,,1479425579106637602.jpg,"(0.24, 0.95]",9
4740,1.48e+18,0.040015714,1,,,1479425678224014784.jpg,"(0.0197, 0.0492]",6
2541,1.48e+18,-0.004928426,0,,,1479425568254841015.jpg,"(-0.0105, 0.00366]",4
2298,1.48e+18,0.050614547,0,,,1479425556102634012.jpg,"(0.0492, 0.104]",7
3099,1.48e+18,-0.027925268,1,,,1479425596159668320.jpg,"(-0.0419, -0.0105]",3
4641,1.48e+18,0.029670598,0,,,1479425673273228347.jpg,"(0.0197, 0.0492]",6
3915,1.48e+18,-0.082067873,0,,,1479425636966807443.jpg,"(-0.0977, -0.0419]",2
1506,1.48e+18,-0.000306364,0,,,1479425516495721271.jpg,"(-0.0105, 0.00366]",4
4477,1.48e+18,0.021464742,0,,,1479425665071703956.jpg,"(0.0197, 0.0492]",6
463,1.48e+18,-0.022689281,1,,,1479425464336639025.jpg,"(-0.0419, -0.0105]",3
1626,1.48e+18,-0.046890363,1,,,1479425522496785122.jpg,"(-0.0977, -0.0419]",2
2941,1.48e+18,0.063990344,1,,,1479425588258314141.jpg,"(0.0492, 0.104]",7
1526,1.48e+18,0.0,1,,,1479425517495869723.jpg,"(-0.0105, 0.00366]",4
2676,1.48e+18,-0.307781212,0,,,1479425575005975094.jpg,"(-0.879, -0.248]",0
1558,1.48e+18,0.0,0,,,1479425519096175113.jpg,"(-0.0105, 0.00366]",4
633,1.48e+18,-0.008036918,0,,,1479425472838198592.jpg,"(-0.0105, 0.00366]",4
5328,1.48e+18,0.045378562,1,,,1479425707629105266.jpg,"(0.0197, 0.0492]",6
2656,1.48e+18,-0.401425719,1,,,1479425574005873123.jpg,"(-0.879, -0.248]",0
1959,1.48e+18,-0.277507365,0,,,1479425539149854211.jpg,"(-0.879, -0.248]",0
1320,1.48e+18,-0.153383671,0,,,1479425507194126980.jpg,"(-0.248, -0.0977]",1
586,1.48e+18,0.311843803,1,,,1479425470487627112.jpg,"(0.24, 0.95]",9
734,1.48e+18,-0.299407032,0,,,1479425477888948464.jpg,"(-0.879, -0.248]",0
5554,1.48e+18,-0.130899698,1,,,1479425718931090394.jpg,"(-0.248, -0.0977]",1
5488,1.48e+18,-0.108210415,1,,,1479425715630555696.jpg,"(-0.248, -0.0977]",1
413,1.48e+18,0.323246758,0,,,1479425461836053567.jpg,"(0.24, 0.95]",9
828,1.48e+18,0.000264403,0,,,1479425482589808311.jpg,"(-0.0105, 0.00366]",4
4216,1.48e+18,0.523124141,1,,,1479425652019476153.jpg,"(0.24, 0.95]",9
3657,1.48e+18,0.162024527,1,,,1479425624064462568.jpg,"(0.104, 0.24]",8
4772,1.48e+18,0.005235988,1,,,1479425679824250509.jpg,"(0.00366, 0.0197]",5
2939,1.48e+18,0.057595864,0,,,1479425588158325629.jpg,"(0.0492, 0.104]",7
4176,1.48e+18,-0.163200684,0,,,1479425650019116583.jpg,"(-0.248, -0.0977]",1
5613,1.48e+18,-0.08726646,0,,,1479425721881751009.jpg,"(-0.0977, -0.0419]",2
4126,1.48e+18,-0.003490658,0,,,1479425647518692359.jpg,"(-0.0105, 0.00366]",4
4718,1.48e+18,0.050614547,0,,,1479425677123883566.jpg,"(0.0492, 0.104]",7
1400,1.48e+18,-0.132596916,0,,,1479425511194808200.jpg,"(-0.248, -0.0977]",1
2823,1.48e+18,0.110145237,0,,,1479425582357288943.jpg,"(0.104, 0.24]",8
4996,1.48e+18,0.001745329,1,,,1479425691026278154.jpg,"(-0.0105, 0.00366]",4
4487,1.48e+18,0.001745329,0,,,1479425665571802481.jpg,"(-0.0105, 0.00366]",4
5190,1.48e+18,0.001745329,0,,,1479425700728129952.jpg,"(-0.0105, 0.00366]",4
3434,1.48e+18,-0.163538477,0,,,1479425612912642764.jpg,"(-0.248, -0.0977]",1
2332,1.48e+18,-0.022570538,1,,,1479425557802985889.jpg,"(-0.0419, -0.0105]",3
5314,1.48e+18,0.04363323,0,,,1479425706929081692.jpg,"(0.0197, 0.0492]",6
1528,1.48e+18,0.0,0,,,1479425517595933857.jpg,"(-0.0105, 0.00366]",4
3810,1.48e+18,0.075049154,0,,,1479425631715862204.jpg,"(0.0492, 0.104]",7
3057,1.48e+18,0.246091425,0,,,1479425594059364511.jpg,"(0.24, 0.95]",9
3773,1.48e+18,0.055850536,0,,,1479425629865567336.jpg,"(0.0492, 0.104]",7
5047,1.48e+18,-0.011680977,1,,,1479425693576681169.jpg,"(-0.0419, -0.0105]",3
1581,1.48e+18,0.001407233,1,,,1479425520246419766.jpg,"(-0.0105, 0.00366]",4
4267,1.48e+18,0.72154789,1,,,1479425654569861425.jpg,"(0.24, 0.95]",9
2914,1.48e+18,0.000348074,1,,,1479425586908125583.jpg,"(-0.0105, 0.00366]",4
725,1.48e+18,-0.211402098,0,,,1479425477438887708.jpg,"(-0.248, -0.0977]",1
3143,1.48e+18,-0.358805995,1,,,1479425598360027550.jpg,"(-0.879, -0.248]",0
4663,1.48e+18,0.015451422,1,,,1479425674373313492.jpg,"(0.00366, 0.0197]",5
3906,1.48e+18,-0.094247781,1,,,1479425636516760100.jpg,"(-0.0977, -0.0419]",2
3611,1.48e+18,0.298231349,0,,,1479425621764099961.jpg,"(0.24, 0.95]",9
3420,1.48e+18,-0.352556497,1,,,1479425612212457331.jpg,"(-0.879, -0.248]",0
3533,1.48e+18,-0.38048178,0,,,1479425617863373848.jpg,"(-0.879, -0.248]",0
5357,1.48e+18,0.015707964,1,,,1479425709079415584.jpg,"(0.00366, 0.0197]",5
1197,1.48e+18,0.173170962,0,,,1479425501043092682.jpg,"(0.104, 0.24]",8
3995,1.48e+18,0.001745329,0,,,1479425640967461623.jpg,"(-0.0105, 0.00366]",4
2465,1.48e+18,0.010350675,1,,,1479425564454206799.jpg,"(0.00366, 0.0197]",5
5260,1.48e+18,-0.012217305,1,,,1479425704228556832.jpg,"(-0.0419, -0.0105]",3
4674,1.48e+18,0.013277724,0,,,1479425674923444853.jpg,"(0.00366, 0.0197]",5
1167,1.48e+18,0.50265485,1,,,1479425499542725949.jpg,"(0.24, 0.95]",9
2734,1.48e+18,0.108108622,0,,,1479425577906445760.jpg,"(0.104, 0.24]",8
2230,1.48e+18,0.252584999,0,,,1479425552702169739.jpg,"(0.24, 0.95]",9
2020,1.48e+18,0.480483147,1,,,1479425542200332090.jpg,"(0.24, 0.95]",9
5475,1.48e+18,-0.120282192,0,,,1479425714980580597.jpg,"(-0.248, -0.0977]",1
1046,1.48e+18,0.004670923,0,,,1479425493491661368.jpg,"(0.00366, 0.0197]",5
4322,1.48e+18,-0.010471975,0,,,1479425657320395304.jpg,"(-0.0419, -0.0105]",3
722,1.48e+18,-0.150686365,0,,,1479425477288907543.jpg,"(-0.248, -0.0977]",1
2534,1.48e+18,-0.015707964,1,,,1479425567904700281.jpg,"(-0.0419, -0.0105]",3
2766,1.48e+18,0.251327425,1,,,1479425579506696569.jpg,"(0.24, 0.95]",9
5030,1.48e+18,0.011302129,0,,,1479425692726584337.jpg,"(0.00366, 0.0197]",5
4828,1.48e+18,-0.005282089,1,,,1479425682624834835.jpg,"(-0.0105, 0.00366]",4
4287,1.48e+18,0.291235409,0,,,1479425655569985819.jpg,"(0.24, 0.95]",9
4342,1.48e+18,-0.26731589,1,,,1479425658320500388.jpg,"(-0.879, -0.248]",0
3525,1.48e+18,-0.301560339,1,,,1479425617463352877.jpg,"(-0.879, -0.248]",0
1779,1.48e+18,-0.082030475,0,,,1479425530148132450.jpg,"(-0.0977, -0.0419]",2
1199,1.48e+18,0.128302803,0,,,1479425501143017832.jpg,"(0.104, 0.24]",8
584,1.48e+18,0.360751553,0,,,1479425470387666538.jpg,"(0.24, 0.95]",9
2749,1.48e+18,0.150907249,1,,,1479425578656665166.jpg,"(0.104, 0.24]",8
4029,1.48e+18,-0.408582833,1,,,1479425642667855419.jpg,"(-0.879, -0.248]",0
3496,1.48e+18,0.254197921,1,,,1479425616013057252.jpg,"(0.24, 0.95]",9
1895,1.48e+18,-0.114379221,1,,,1479425535949169548.jpg,"(-0.248, -0.0977]",1
1051,1.48e+18,-0.005966921,1,,,1479425493741700964.jpg,"(-0.0105, 0.00366]",4
2729,1.48e+18,0.114388607,1,,,1479425577656372541.jpg,"(0.104, 0.24]",8
4201,1.48e+18,0.185708751,1,,,1479425651269383671.jpg,"(0.104, 0.24]",8
2274,1.48e+18,0.06981317,0,,,1479425554902481217.jpg,"(0.0492, 0.104]",7
430,1.48e+18,0.051793129,1,,,1479425462686412613.jpg,"(0.0492, 0.104]",7
1232,1.48e+18,-0.015707964,1,,,1479425502793454825.jpg,"(-0.0419, -0.0105]",3
1446,1.48e+18,0.050614547,0,,,1479425513495278060.jpg,"(0.0492, 0.104]",7
2637,1.48e+18,-0.212289314,0,,,1479425573055714067.jpg,"(-0.248, -0.0977]",1
5356,1.48e+18,0.015707964,1,,,1479425709029342547.jpg,"(0.00366, 0.0197]",5
2090,1.48e+18,-0.06981317,0,,,1479425545700861090.jpg,"(-0.0977, -0.0419]",2
263,1.48e+18,-0.041596773,0,,,1479425454334887035.jpg,"(-0.0419, -0.0105]",3
3105,1.48e+18,-0.027925268,0,,,1479425596459794616.jpg,"(-0.0419, -0.0105]",3
1670,1.48e+18,0.029670598,1,,,1479425524697172288.jpg,"(0.0197, 0.0492]",6
1984,1.48e+18,-0.206716088,1,,,1479425540399880633.jpg,"(-0.248, -0.0977]",1
1412,1.48e+18,-0.127409041,1,,,1479425511794935446.jpg,"(-0.248, -0.0977]",1
886,1.48e+18,-0.05946241,1,,,1479425485490269662.jpg,"(-0.0977, -0.0419]",2
4379,1.48e+18,-0.542240448,1,,,1479425660170967389.jpg,"(-0.879, -0.248]",0
1555,1.48e+18,0.002085325,0,,,1479425518946161155.jpg,"(-0.0105, 0.00366]",4
4571,1.48e+18,0.022689281,1,,,1479425669772533229.jpg,"(0.0197, 0.0492]",6
4677,1.48e+18,0.019198623,0,,,1479425675073458482.jpg,"(0.00366, 0.0197]",5
2396,1.48e+18,0.024434609,0,,,1479425561003449987.jpg,"(0.0197, 0.0492]",6
2026,1.48e+18,0.483456194,1,,,1479425542500341982.jpg,"(0.24, 0.95]",9
2924,1.48e+18,0.032896223,0,,,1479425587408226696.jpg,"(0.0197, 0.0492]",6
4365,1.48e+18,-0.389208436,1,,,1479425659470664107.jpg,"(-0.879, -0.248]",0
5424,1.48e+18,-0.052359879,1,,,1479425712429969651.jpg,"(-0.0977, -0.0419]",2
3771,1.48e+18,0.055850536,1,,,1479425629765572181.jpg,"(0.0492, 0.104]",7
1302,1.48e+18,-0.222288773,0,,,1479425506293995734.jpg,"(-0.248, -0.0977]",1
2857,1.48e+18,0.12042772,1,,,1479425584057607256.jpg,"(0.104, 0.24]",8
2743,1.48e+18,0.188495561,1,,,1479425578356489183.jpg,"(0.104, 0.24]",8
4077,1.48e+18,-0.31114316,0,,,1479425645068207075.jpg,"(-0.879, -0.248]",0
906,1.48e+18,-0.008212342,0,,,1479425486490485967.jpg,"(-0.0105, 0.00366]",4
1598,1.48e+18,0.095607997,1,,,1479425521096592599.jpg,"(0.0492, 0.104]",7
3665,1.48e+18,0.157079637,1,,,1479425624464535523.jpg,"(0.104, 0.24]",8
106,1.48e+18,-0.089011788,0,,,1479425446483371405.jpg,"(-0.0977, -0.0419]",2
2888,1.48e+18,0.020943951,1,,,1479425585607916482.jpg,"(0.0197, 0.0492]",6
4733,1.48e+18,0.087464484,1,,,1479425677874025196.jpg,"(0.0492, 0.104]",7
524,1.48e+18,0.263544708,0,,,1479425467387190438.jpg,"(0.24, 0.95]",9
1795,1.48e+18,-0.092499437,1,,,1479425530948308252.jpg,"(-0.0977, -0.0419]",2
261,1.48e+18,-0.054105207,0,,,1479425454234889377.jpg,"(-0.0977, -0.0419]",2
1479,1.48e+18,-0.001745329,0,,,1479425515145465282.jpg,"(-0.0105, 0.00366]",4
4869,1.48e+18,-0.024892514,1,,,1479425684675144489.jpg,"(-0.0419, -0.0105]",3
5436,1.48e+18,-0.062831856,1,,,1479425713030062580.jpg,"(-0.0977, -0.0419]",2
537,1.48e+18,0.15530327,0,,,1479425468037288408.jpg,"(0.104, 0.24]",8
986,1.48e+18,0.132248126,1,,,1479425490491190629.jpg,"(0.104, 0.24]",8
2327,1.48e+18,0.033161256,0,,,1479425557552898161.jpg,"(0.0197, 0.0492]",6
1346,1.48e+18,-0.206290075,0,,,1479425508494404158.jpg,"(-0.248, -0.0977]",1
4453,1.48e+18,0.002035002,0,,,1479425663871541490.jpg,"(-0.0105, 0.00366]",4
4515,1.48e+18,0.060772271,1,,,1479425666972003352.jpg,"(0.0492, 0.104]",7
5196,1.48e+18,0.001745329,0,,,1479425701027955778.jpg,"(-0.0105, 0.00366]",4
3352,1.48e+18,0.065205973,1,,,1479425608811878377.jpg,"(0.0492, 0.104]",7
1628,1.48e+18,-0.041887902,0,,,1479425522596769751.jpg,"(-0.0977, -0.0419]",2
4671,1.48e+18,-0.010257308,1,,,1479425674773506267.jpg,"(-0.0105, 0.00366]",4
4703,1.48e+18,0.08726646,0,,,1479425676373653565.jpg,"(0.0492, 0.104]",7
1225,1.48e+18,0.030069474,1,,,1479425502443328445.jpg,"(0.0197, 0.0492]",6
5547,1.48e+18,-0.134390354,1,,,1479425718581037161.jpg,"(-0.248, -0.0977]",1
4631,1.48e+18,0.013962634,0,,,1479425672773028473.jpg,"(0.00366, 0.0197]",5
3590,1.48e+18,-0.018358634,0,,,1479425620713906198.jpg,"(-0.0419, -0.0105]",3
4610,1.48e+18,0.015707964,1,,,1479425671722862456.jpg,"(0.00366, 0.0197]",5
591,1.48e+18,0.263544708,0,,,1479425470737828505.jpg,"(0.24, 0.95]",9
1002,1.48e+18,0.041916026,0,,,1479425491291282212.jpg,"(0.0197, 0.0492]",6
4197,1.48e+18,0.116136191,1,,,1479425651069227339.jpg,"(0.104, 0.24]",8
489,1.48e+18,0.042671652,0,,,1479425465636861208.jpg,"(0.0197, 0.0492]",6
1244,1.48e+18,-0.154712823,0,,,1479425503393465567.jpg,"(-0.248, -0.0977]",1
1208,1.48e+18,0.056347718,0,,,1479425501593121117.jpg,"(0.0492, 0.104]",7
3911,1.48e+18,-0.094247781,0,,,1479425636766817337.jpg,"(-0.0977, -0.0419]",2
1183,1.48e+18,0.269444734,1,,,1479425500342907504.jpg,"(0.24, 0.95]",9
710,1.48e+18,-0.029330524,0,,,1479425476688741578.jpg,"(-0.0419, -0.0105]",3
4326,1.48e+18,-0.001833153,0,,,1479425657520911070.jpg,"(-0.0105, 0.00366]",4
5155,1.48e+18,-0.033161256,0,,,1479425698977673179.jpg,"(-0.0419, -0.0105]",3
4800,1.48e+18,0.0,1,,,1479425681224607774.jpg,"(-0.0105, 0.00366]",4
4536,1.48e+18,0.02617994,1,,,1479425668022236142.jpg,"(0.0197, 0.0492]",6
2143,1.48e+18,0.0,1,,,1479425548351295671.jpg,"(-0.0105, 0.00366]",4
4559,1.48e+18,0.026982092,0,,,1479425669172409212.jpg,"(0.0197, 0.0492]",6
3758,1.48e+18,0.031785986,0,,,1479425629115420520.jpg,"(0.0197, 0.0492]",6
1793,1.48e+18,-0.085527992,0,,,1479425530848309440.jpg,"(-0.0977, -0.0419]",2
1765,1.48e+18,0.111701071,0,,,1479425529448014833.jpg,"(0.104, 0.24]",8
3946,1.48e+18,-0.017453292,0,,,1479425638517131311.jpg,"(-0.0419, -0.0105]",3
299,1.48e+18,-0.04712389,1,,,1479425456135205196.jpg,"(-0.0977, -0.0419]",2
3489,1.48e+18,0.307177961,0,,,1479425615662987982.jpg,"(0.24, 0.95]",9
2873,1.48e+18,0.054246095,1,,,1479425584857772396.jpg,"(0.0492, 0.104]",7
690,1.48e+18,0.017423333,1,,,1479425475688557528.jpg,"(0.00366, 0.0197]",5
4512,1.48e+18,0.033161256,0,,,1479425666822002517.jpg,"(0.0197, 0.0492]",6
495,1.48e+18,-0.000148323,0,,,1479425465936951597.jpg,"(-0.0105, 0.00366]",4
643,1.48e+18,-0.015707964,1,,,1479425473338265983.jpg,"(-0.0419, -0.0105]",3
4548,1.48e+18,0.02617994,1,,,1479425668622293835.jpg,"(0.0197, 0.0492]",6
5066,1.48e+18,-0.013747191,0,,,1479425694526839228.jpg,"(-0.0419, -0.0105]",3
1518,1.48e+18,-0.005235988,0,,,1479425517095839291.jpg,"(-0.0105, 0.00366]",4
5163,1.48e+18,-0.027925268,1,,,1479425699377691209.jpg,"(-0.0419, -0.0105]",3
3549,1.48e+18,-0.59780092,0,,,1479425618663549758.jpg,"(-0.879, -0.248]",0
1516,1.48e+18,-0.005235988,0,,,1479425516995852363.jpg,"(-0.0105, 0.00366]",4
1083,1.48e+18,-0.13384621,1,,,1479425495342026908.jpg,"(-0.248, -0.0977]",1
26,1.48e+18,-0.029670598,1,,,1479425442482899263.jpg,"(-0.0419, -0.0105]",3
5395,1.48e+18,-0.029670598,1,,,1479425710979889097.jpg,"(-0.0419, -0.0105]",3
105,1.48e+18,-0.089011788,0,,,1479425446433457370.jpg,"(-0.0977, -0.0419]",2
4890,1.48e+18,-0.056393513,0,,,1479425685725363989.jpg,"(-0.0977, -0.0419]",2
2646,1.48e+18,-0.318339428,1,,,1479425573505740588.jpg,"(-0.879, -0.248]",0
245,1.48e+18,-0.003490658,0,,,1479425453434771997.jpg,"(-0.0105, 0.00366]",4
4190,1.48e+18,-0.037087031,0,,,1479425650719229971.jpg,"(-0.0419, -0.0105]",3
301,1.48e+18,-0.04712389,1,,,1479425456235223757.jpg,"(-0.0977, -0.0419]",2
1224,1.48e+18,0.049526273,0,,,1479425502393302762.jpg,"(0.0492, 0.104]",7
3111,1.48e+18,-0.066459972,1,,,1479425596759804169.jpg,"(-0.0977, -0.0419]",2
2920,1.48e+18,0.013962634,1,,,1479425587208174418.jpg,"(0.00366, 0.0197]",5
5514,1.48e+18,-0.144862324,1,,,1479425716930744403.jpg,"(-0.248, -0.0977]",1
3226,1.48e+18,-0.052213851,0,,,1479425602510771493.jpg,"(-0.0977, -0.0419]",2
2545,1.48e+18,0.001745329,1,,,1479425568454868204.jpg,"(-0.0105, 0.00366]",4
1151,1.48e+18,0.357556596,0,,,1479425498742739917.jpg,"(0.24, 0.95]",9
3920,1.48e+18,-0.060138278,1,,,1479425637216798324.jpg,"(-0.0977, -0.0419]",2
5250,1.48e+18,0.005472659,1,,,1479425703728559905.jpg,"(0.00366, 0.0197]",5
1345,1.48e+18,-0.197348896,0,,,1479425508444283094.jpg,"(-0.248, -0.0977]",1
4806,1.48e+18,0.0,1,,,1479425681524625771.jpg,"(-0.0105, 0.00366]",4
4532,1.48e+18,0.02617994,1,,,1479425667822157148.jpg,"(0.0197, 0.0492]",6
2768,1.48e+18,0.251327425,1,,,1479425579606812429.jpg,"(0.24, 0.95]",9
5484,1.48e+18,-0.105665484,0,,,1479425715430473100.jpg,"(-0.248, -0.0977]",1
1112,1.48e+18,-0.3329356,0,,,1479425496792307193.jpg,"(-0.879, -0.248]",0
967,1.48e+18,0.35582044,1,,,1479425489541069044.jpg,"(0.24, 0.95]",9
2826,1.48e+18,0.117980396,0,,,1479425582507289637.jpg,"(0.104, 0.24]",8
2148,1.48e+18,0.0,1,,,1479425548601365030.jpg,"(-0.0105, 0.00366]",4
1000,1.48e+18,0.045378562,1,,,1479425491191381351.jpg,"(0.0197, 0.0492]",6
2001,1.48e+18,0.194410812,1,,,1479425541250059567.jpg,"(0.104, 0.24]",8
2107,1.48e+18,-0.000317606,1,,,1479425546551054350.jpg,"(-0.0105, 0.00366]",4
1188,1.48e+18,0.227982754,0,,,1479425500593017391.jpg,"(0.104, 0.24]",8
302,1.48e+18,-0.04712389,0,,,1479425456285289737.jpg,"(-0.0977, -0.0419]",2
2119,1.48e+18,0.027925268,1,,,1479425547151102112.jpg,"(0.0197, 0.0492]",6
4046,1.48e+18,-0.478220224,0,,,1479425643518002184.jpg,"(-0.879, -0.248]",0
800,1.48e+18,0.012217305,0,,,1479425481189582228.jpg,"(0.00366, 0.0197]",5
2955,1.48e+18,0.045378562,0,,,1479425588958468197.jpg,"(0.0197, 0.0492]",6
3700,1.48e+18,0.086772627,1,,,1479425626214912725.jpg,"(0.0492, 0.104]",7
5323,1.48e+18,0.048869219,1,,,1479425707379195127.jpg,"(0.0197, 0.0492]",6
2248,1.48e+18,0.122550081,0,,,1479425553602277944.jpg,"(0.104, 0.24]",8
4950,1.48e+18,-0.010471975,1,,,1479425688725969645.jpg,"(-0.0419, -0.0105]",3
5239,1.48e+18,0.012217305,1,,,1479425703178466994.jpg,"(0.00366, 0.0197]",5
1100,1.48e+18,-0.33228392,0,,,1479425496192268420.jpg,"(-0.879, -0.248]",0
1263,1.48e+18,-0.3473677,1,,,1479425504343633106.jpg,"(-0.879, -0.248]",0
3742,1.48e+18,0.005008628,1,,,1479425628315250195.jpg,"(0.00366, 0.0197]",5
5588,1.48e+18,-0.090757124,1,,,1479425720631398027.jpg,"(-0.0977, -0.0419]",2
1719,1.48e+18,0.143116996,1,,,1479425527147568266.jpg,"(0.104, 0.24]",8
2874,1.48e+18,0.049171744,1,,,1479425584907747824.jpg,"(0.0197, 0.0492]",6
4554,1.48e+18,0.027925268,1,,,1479425668922410411.jpg,"(0.0197, 0.0492]",6
754,1.48e+18,-0.332360146,0,,,1479425478889151017.jpg,"(-0.879, -0.248]",0
