,image,angle
6907,6908.jpg,126.25
28536,28537.jpg,-17.45
44675,44676.jpg,9.78
30836,30837.jpg,8.77
7305,7306.jpg,-3.73
3266,3267.jpg,2.42
6122,6123.jpg,0.0
22871,22872.jpg,0.0
35230,35231.jpg,-19.06
17869,17870.jpg,7.26
40437,40438.jpg,11.9
12008,12009.jpg,4.74
10718,10719.jpg,-7.16
5913,5914.jpg,-16.64
5548,5549.jpg,0.3
14567,14568.jpg,-4.84
38031,38032.jpg,0.0
29937,29938.jpg,-14.52
23498,23499.jpg,-7.36
17356,17357.jpg,1.51
18349,18350.jpg,1.01
41653,41654.jpg,0.0
7162,7163.jpg,-1.71
14681,14682.jpg,-119.0
8465,8466.jpg,5.85
26228,26229.jpg,78.05
21832,21833.jpg,9.68
23020,23021.jpg,0.81
16432,16433.jpg,1.01
42053,42054.jpg,-4.74
33093,33094.jpg,5.04
12791,12792.jpg,5.24
13377,13378.jpg,8.97
14952,14953.jpg,18.55
3696,3697.jpg,2.22
15439,15440.jpg,-19.46
17064,17065.jpg,1.61
22692,22693.jpg,-6.15
31416,31417.jpg,-0.71
39751,39752.jpg,0.4
35548,35549.jpg,55.46
1524,1525.jpg,-4.13
4280,4281.jpg,-2.22
13645,13646.jpg,27.63
26604,26605.jpg,-88.13
45139,45140.jpg,4.54
15896,15897.jpg,-5.65
755,756.jpg,-15.83
27518,27519.jpg,22.39
6716,6717.jpg,1.51
18254,18255.jpg,5.95
19444,19445.jpg,0.91
42093,42094.jpg,5.85
16967,16968.jpg,0.5
12949,12950.jpg,10.79
9586,9587.jpg,-7.36
17779,17780.jpg,1.31
44263,44264.jpg,9.38
27561,27562.jpg,27.03
2370,2371.jpg,-1.21
29500,29501.jpg,-18.05
31392,31393.jpg,-0.5
42969,42970.jpg,-16.13
13094,13095.jpg,8.77
18397,18398.jpg,1.11
5038,5039.jpg,18.35
42664,42665.jpg,15.53
7375,7376.jpg,-3.13
39816,39817.jpg,0.3
18009,18010.jpg,7.26
41267,41268.jpg,2.12
21319,21320.jpg,-1.11
5211,5212.jpg,-2.52
21215,21216.jpg,-18.76
28906,28907.jpg,2.02
37220,37221.jpg,-57.48
23688,23689.jpg,-10.08
31902,31903.jpg,-6.86
2978,2979.jpg,6.05
38323,38324.jpg,31.36
13977,13978.jpg,-16.54
22403,22404.jpg,-3.43
36898,36899.jpg,-3.43
4345,4346.jpg,6.45
1898,1899.jpg,0.1
26081,26082.jpg,43.06
29795,29796.jpg,-0.81
5226,5227.jpg,-5.85
41881,41882.jpg,-0.5
41806,41807.jpg,-0.91
38412,38413.jpg,23.8
18008,18009.jpg,6.96
19523,19524.jpg,11.8
42423,42424.jpg,1.61
26486,26487.jpg,6.55
32359,32360.jpg,1.92
31192,31193.jpg,2.92
21868,21869.jpg,11.6
34442,34443.jpg,100.84
24352,24353.jpg,1.11
33656,33657.jpg,-46.59
9743,9744.jpg,9.18
15729,15730.jpg,-16.54
12752,12753.jpg,2.62
25982,25983.jpg,-19.36
35640,35641.jpg,-31.56
42976,42977.jpg,-17.04
21143,21144.jpg,-2.52
45272,45273.jpg,21.38
11679,11680.jpg,-17.14
10491,10492.jpg,-0.3
28330,28331.jpg,0.0
39114,39115.jpg,-152.5
39533,39534.jpg,8.87
5454,5455.jpg,-18.86
32657,32658.jpg,-8.77
34538,34539.jpg,-13.51
6926,6927.jpg,148.54
37560,37561.jpg,-3.73
30187,30188.jpg,-24.5
22332,22333.jpg,-5.75
14964,14965.jpg,16.84
19272,19273.jpg,17.34
4179,4180.jpg,9.08
43985,43986.jpg,1.01
32053,32054.jpg,22.08
39469,39470.jpg,8.87
32368,32369.jpg,3.43
14768,14769.jpg,-10.79
28682,28683.jpg,1.61
28812,28813.jpg,2.72
4576,4577.jpg,17.95
22887,22888.jpg,4.13
44084,44085.jpg,13.21
44425,44426.jpg,9.78
28529,28530.jpg,-15.93
36867,36868.jpg,-0.61
3886,3887.jpg,6.66
25440,25441.jpg,-3.83
36955,36956.jpg,-14.02
30022,30023.jpg,-28.64
7975,7976.jpg,1.11
30539,30540.jpg,48.81
10308,10309.jpg,0.0
9070,9071.jpg,23.39
10796,10797.jpg,1.31
34991,34992.jpg,64.54
5479,5480.jpg,-17.04
10509,10510.jpg,0.4
982,983.jpg,182.92
43614,43615.jpg,25.82
2855,2856.jpg,0.61
40910,40911.jpg,-0.5
40403,40404.jpg,13.51
33644,33645.jpg,-46.59
6207,6208.jpg,3.73
12631,12632.jpg,2.52
5157,5158.jpg,1.31
42330,42331.jpg,-5.05
11554,11555.jpg,4.44
17201,17202.jpg,0.2
13240,13241.jpg,0.81
26732,26733.jpg,-54.96
33394,33395.jpg,66.35
32790,32791.jpg,-13.92
28417,28418.jpg,-3.43
27827,27828.jpg,-19.87
18228,18229.jpg,6.35
39069,39070.jpg,-130.7
1440,1441.jpg,-7.36
18867,18868.jpg,2.62
35286,35287.jpg,-17.45
13048,13049.jpg,4.74
13081,13082.jpg,8.17
21812,21813.jpg,3.73
315,316.jpg,62.22
33689,33690.jpg,-43.06
33078,33079.jpg,7.76
37620,37621.jpg,-0.81
10078,10079.jpg,-0.4
28602,28603.jpg,-20.37
35099,35100.jpg,77.04
39252,39253.jpg,7.26
37265,37266.jpg,-14.32
42425,42426.jpg,1.92
6595,6596.jpg,1.82
5693,5694.jpg,-16.03
42021,42022.jpg,-3.73
5398,5399.jpg,-20.07
2936,2937.jpg,-2.32
44044,44045.jpg,13.31
21834,21835.jpg,12.0
42508,42509.jpg,-0.91
28990,28991.jpg,-2.02
9899,9900.jpg,26.22
40354,40355.jpg,14.72
30283,30284.jpg,4.34
30719,30720.jpg,19.06
37925,37926.jpg,-10.39
16436,16437.jpg,1.51
43456,43457.jpg,-6.55
7450,7451.jpg,-2.32
33213,33214.jpg,-52.54
31868,31869.jpg,-4.03
39476,39477.jpg,8.37
22662,22663.jpg,-6.25
33096,33097.jpg,4.64
40994,40995.jpg,2.12
42350,42351.jpg,0.0
39730,39731.jpg,3.83
18733,18734.jpg,3.03
26144,26145.jpg,90.96
11354,11355.jpg,0.2
39134,39135.jpg,-94.39
44217,44218.jpg,9.88
3533,3534.jpg,0.91
33676,33677.jpg,-43.06
38862,38863.jpg,8.27
17987,17988.jpg,7.46
41917,41918.jpg,-0.4
21991,21992.jpg,-0.71
40074,40075.jpg,-2.02
5084,5085.jpg,12.3
785,786.jpg,-5.65
5096,5097.jpg,5.95
30382,30383.jpg,5.45
13531,13532.jpg,27.53
35628,35629.jpg,-17.24
17458,17459.jpg,0.71
39790,39791.jpg,-2.62
35531,35532.jpg,48.4
20578,20579.jpg,0.91
44130,44131.jpg,9.98
33354,33355.jpg,40.24
7723,7724.jpg,16.74
17526,17527.jpg,3.43
36079,36080.jpg,-5.04
44298,44299.jpg,9.78
45206,45207.jpg,12.61
20494,20495.jpg,-9.58
12671,12672.jpg,1.51
23226,23227.jpg,12.91
38924,38925.jpg,7.66
18514,18515.jpg,2.92
4962,4963.jpg,14.82
7569,7570.jpg,0.2
29022,29023.jpg,-0.4
5341,5342.jpg,-19.36
16415,16416.jpg,0.2
40529,40530.jpg,-0.3
2139,2140.jpg,0.1
25266,25267.jpg,0.0
26070,26071.jpg,22.39
11537,11538.jpg,2.12
44533,44534.jpg,9.78
41897,41898.jpg,-0.61
20099,20100.jpg,-18.55
32140,32141.jpg,15.53
41679,41680.jpg,1.21
20497,20498.jpg,-10.79
20594,20595.jpg,-1.11
16282,16283.jpg,9.58
29752,29753.jpg,6.96
30444,30445.jpg,53.24
21037,21038.jpg,27.53
11005,11006.jpg,-2.52
21139,21140.jpg,-2.32
34888,34889.jpg,0.0
2878,2879.jpg,-0.81
20762,20763.jpg,1.31
11733,11734.jpg,-14.82
20317,20318.jpg,-4.34
29881,29882.jpg,4.24
1232,1233.jpg,11.29
4264,4265.jpg,-1.51
1193,1194.jpg,-8.47
21424,21425.jpg,15.03
3581,3582.jpg,2.32
16772,16773.jpg,3.93
3100,3101.jpg,4.34
21614,21615.jpg,11.9
27366,27367.jpg,-0.3
25753,25754.jpg,-62.42
27505,27506.jpg,22.18
503,504.jpg,-97.92
42056,42057.jpg,-7.87
16590,16591.jpg,-12.3
28598,28599.jpg,-20.47
12749,12750.jpg,1.71
32492,32493.jpg,-27.13
20103,20104.jpg,-19.66
34602,34603.jpg,-68.77
45255,45256.jpg,16.74
6177,6178.jpg,0.0
36675,36676.jpg,10.08
11480,11481.jpg,1.31
44599,44600.jpg,9.78
34523,34524.jpg,7.87
2481,2482.jpg,0.3
20994,20995.jpg,14.72
12721,12722.jpg,-0.2
38735,38736.jpg,8.27
10674,10675.jpg,-95.7
26770,26771.jpg,-5.45
36925,36926.jpg,-8.57
39391,39392.jpg,5.95
19093,19094.jpg,-16.94
7693,7694.jpg,9.88
229,230.jpg,2.72
40360,40361.jpg,15.03
22867,22868.jpg,0.0
39042,39043.jpg,-51.53
13502,13503.jpg,18.76
15290,15291.jpg,-2.22
40410,40411.jpg,13.51
42866,42867.jpg,3.33
40955,40956.jpg,0.81
12391,12392.jpg,29.65
10594,10595.jpg,-60.71
30026,30027.jpg,-29.85
13679,13680.jpg,0.0
12795,12796.jpg,5.45
25144,25145.jpg,-6.45
31167,31168.jpg,1.61
7616,7617.jpg,-2.52
22317,22318.jpg,-3.43
39895,39896.jpg,3.13
8192,8193.jpg,1.21
24997,24998.jpg,-26.02
41301,41302.jpg,1.61
23581,23582.jpg,-13.31
33579,33580.jpg,1.21
21029,21030.jpg,26.22
5414,5415.jpg,-19.97
19514,19515.jpg,9.18
5768,5769.jpg,-10.69
14119,14120.jpg,2.82
17874,17875.jpg,8.97
29002,29003.jpg,-1.11
28643,28644.jpg,-16.64
831,832.jpg,0.71
28738,28739.jpg,-7.76
32600,32601.jpg,-38.32
4074,4075.jpg,16.64
40139,40140.jpg,-0.61
14224,14225.jpg,-19.36
31570,31571.jpg,58.18
10890,10891.jpg,-9.48
9632,9633.jpg,-12.4
7019,7020.jpg,-7.06
5821,5822.jpg,-15.63
45342,45343.jpg,14.02
27739,27740.jpg,-38.92
456,457.jpg,-30.76
42777,42778.jpg,24.2
3694,3695.jpg,2.22
35854,35855.jpg,-41.85
31352,31353.jpg,0.0
12916,12917.jpg,8.77
37810,37811.jpg,-7.66
21101,21102.jpg,0.81
25715,25716.jpg,-71.6
11176,11177.jpg,1.61
26383,26384.jpg,12.71
3008,3009.jpg,0.4
15398,15399.jpg,-16.84
39541,39542.jpg,9.68
30470,30471.jpg,47.5
40382,40383.jpg,14.42
38491,38492.jpg,13.01
21507,21508.jpg,4.64
20545,20546.jpg,-1.92
31117,31118.jpg,-26.82
3387,3388.jpg,2.42
21851,21852.jpg,22.69
26991,26992.jpg,-0.4
38634,38635.jpg,8.27
4445,4446.jpg,0.0
23526,23527.jpg,-12.2
23819,23820.jpg,-0.71
22614,22615.jpg,-6.86
10503,10504.jpg,0.5
27217,27218.jpg,11.09
43964,43965.jpg,-5.95
35965,35966.jpg,-1.41
29762,29763.jpg,6.86
41539,41540.jpg,1.51
28106,28107.jpg,30.45
9967,9968.jpg,7.66
25626,25627.jpg,0.1
27210,27211.jpg,11.5
22425,22426.jpg,-5.14
34447,34448.jpg,102.76
9223,9224.jpg,19.26
7205,7206.jpg,-5.45
33062,33063.jpg,13.41
37338,37339.jpg,18.96
31809,31810.jpg,-41.14
10630,10631.jpg,-149.4
29323,29324.jpg,-16.94
16239,16240.jpg,11.6
14492,14493.jpg,-3.23
14980,14981.jpg,14.12
17379,17380.jpg,1.61
23420,23421.jpg,0.61
13547,13548.jpg,29.95
34730,34731.jpg,-3.53
34994,34995.jpg,68.27
10582,10583.jpg,-20.97
28070,28071.jpg,32.47
21251,21252.jpg,-19.16
39399,39400.jpg,4.54
15297,15298.jpg,-2.22
27769,27770.jpg,-34.39
34667,34668.jpg,-45.98
2525,2526.jpg,0.2
41006,41007.jpg,2.32
6159,6160.jpg,1.92
33855,33856.jpg,2.72
32209,32210.jpg,39.93
11656,11657.jpg,-17.04
22340,22341.jpg,-6.86
32701,32702.jpg,4.54
44560,44561.jpg,9.88
1959,1960.jpg,0.3
34030,34031.jpg,14.72
20438,20439.jpg,6.86
1023,1024.jpg,0.0
17768,17769.jpg,4.24
36244,36245.jpg,-6.76
8422,8423.jpg,0.1
6947,6948.jpg,193.31
17447,17448.jpg,2.42
36367,36368.jpg,22.08
26389,26390.jpg,11.6
10473,10474.jpg,-0.5
31771,31772.jpg,-20.77
27862,27863.jpg,-14.72
44216,44217.jpg,10.29
9893,9894.jpg,27.63
26890,26891.jpg,-12.5
22965,22966.jpg,0.5
10607,10608.jpg,-107.1
36815,36816.jpg,14.52
21884,21885.jpg,0.91
40124,40125.jpg,0.1
25449,25450.jpg,-2.12
43455,43456.jpg,-6.55
7172,7173.jpg,-2.02
11097,11098.jpg,1.31
40801,40802.jpg,0.4
15414,15415.jpg,-18.05
31772,31773.jpg,-21.28
32895,32896.jpg,4.64
24372,24373.jpg,3.63
1915,1916.jpg,-0.3
31353,31354.jpg,0.0
16101,16102.jpg,3.23
1318,1319.jpg,87.13
19199,19200.jpg,13.01
29393,29394.jpg,-12.61
15904,15905.jpg,-7.97
15346,15347.jpg,0.2
25965,25966.jpg,-23.09
38809,38810.jpg,8.27
20624,20625.jpg,5.45
31260,31261.jpg,-13.31
16115,16116.jpg,10.29
1763,1764.jpg,-0.3
36307,36308.jpg,-12.61
41646,41647.jpg,0.0
32534,32535.jpg,-27.03
383,384.jpg,-2.52
18457,18458.jpg,0.3
5632,5633.jpg,-14.02
28993,28994.jpg,-2.02
17476,17477.jpg,0.4
6517,6518.jpg,-0.81
16560,16561.jpg,-10.49
24765,24766.jpg,-0.3
29095,29096.jpg,-1.71
26332,26333.jpg,13.92
30316,30317.jpg,1.01
38110,38111.jpg,-5.04
37899,37900.jpg,-10.08
19790,19791.jpg,-7.46
31830,31831.jpg,0.0
25220,25221.jpg,0.0
111,112.jpg,5.55
34660,34661.jpg,-51.03
11819,11820.jpg,-15.13
43661,43662.jpg,26.02
27267,27268.jpg,-3.13
1436,1437.jpg,-3.53
24604,24605.jpg,68.97
7556,7557.jpg,0.2
31935,31936.jpg,2.52
22283,22284.jpg,1.51
41902,41903.jpg,-0.4
21379,21380.jpg,13.31
12378,12379.jpg,26.92
5317,5318.jpg,-20.37
16891,16892.jpg,-0.81
17704,17705.jpg,1.61
9882,9883.jpg,25.01
17093,17094.jpg,1.61
41065,41066.jpg,-1.51
33673,33674.jpg,-43.06
20931,20932.jpg,11.6
36796,36797.jpg,15.53
34431,34432.jpg,99.63
26637,26638.jpg,-69.68
14110,14111.jpg,0.3
21446,21447.jpg,9.88
16533,16534.jpg,-14.32
34653,34654.jpg,-53.45
40503,40504.jpg,3.33
5236,5237.jpg,-10.08
2375,2376.jpg,-0.71
5938,5939.jpg,-16.64
961,962.jpg,214.69
15825,15826.jpg,-13.21
36597,36598.jpg,21.68
33843,33844.jpg,3.63
41332,41333.jpg,-1.51
21756,21757.jpg,5.95
37173,37174.jpg,-68.97
36931,36932.jpg,-8.57
8245,8246.jpg,-15.53
40341,40342.jpg,16.13
17573,17574.jpg,1.01
30299,30300.jpg,0.3
42502,42503.jpg,-2.02
37965,37966.jpg,-12.1
38569,38570.jpg,8.27
19794,19795.jpg,-7.46
11221,11222.jpg,-1.01
19967,19968.jpg,6.86
25164,25165.jpg,-3.53
9487,9488.jpg,-9.08
30507,30508.jpg,51.43
14420,14421.jpg,13.01
18715,18716.jpg,4.64
27986,27987.jpg,23.19
15165,15166.jpg,2.42
6698,6699.jpg,1.51
6432,6433.jpg,18.15
18391,18392.jpg,0.0
17947,17948.jpg,10.08
40466,40467.jpg,13.92
10309,10310.jpg,0.0
11798,11799.jpg,-15.23
32399,32400.jpg,6.96
2060,2061.jpg,0.1
40830,40831.jpg,0.71
5525,5526.jpg,-1.21
14405,14406.jpg,-17.04
22673,22674.jpg,-5.95
36326,36327.jpg,-9.38
37638,37639.jpg,0.91
12150,12151.jpg,23.09
41481,41482.jpg,0.5
1873,1874.jpg,0.0
6182,6183.jpg,3.63
32221,32222.jpg,46.69
20633,20634.jpg,3.83
29877,29878.jpg,5.34
24332,24333.jpg,5.95
13654,13655.jpg,26.62
21562,21563.jpg,-17.55
39207,39208.jpg,-2.82
36427,36428.jpg,41.85
42687,42688.jpg,19.36
41836,41837.jpg,2.32
1902,1903.jpg,1.21
4765,4766.jpg,2.62
37872,37873.jpg,-8.77
23286,23287.jpg,14.72
16675,16676.jpg,-12.0
24249,24250.jpg,-0.61
25500,25501.jpg,3.73
41714,41715.jpg,-0.2
7270,7271.jpg,-3.93
36435,36436.jpg,43.87
14066,14067.jpg,-2.92
37653,37654.jpg,0.71
9170,9171.jpg,21.68
18554,18555.jpg,2.92
14263,14264.jpg,-16.64
4362,4363.jpg,4.74
3254,3255.jpg,2.42
14254,14255.jpg,-13.71
38066,38067.jpg,1.61
10247,10248.jpg,0.0
44497,44498.jpg,9.78
23570,23571.jpg,-12.3
14439,14440.jpg,8.87
34832,34833.jpg,5.14
14459,14460.jpg,7.66
1405,1406.jpg,-0.1
31622,31623.jpg,3.53
6643,6644.jpg,1.61
43992,43993.jpg,3.83
5997,5998.jpg,-13.71
40764,40765.jpg,0.0
39997,39998.jpg,3.33
23548,23549.jpg,-13.92
16320,16321.jpg,-0.4
41434,41435.jpg,-0.61
3901,3902.jpg,6.66
14249,14250.jpg,-13.71
35595,35596.jpg,-2.12
17190,17191.jpg,0.3
3292,3293.jpg,2.42
8607,8608.jpg,-10.29
31857,31858.jpg,-15.73
14082,14083.jpg,-1.82
45009,45010.jpg,13.61
33171,33172.jpg,-47.5
30845,30846.jpg,7.87
44605,44606.jpg,9.78
10699,10700.jpg,-45.18
5145,5146.jpg,0.0
20249,20250.jpg,0.0
41711,41712.jpg,0.2
26570,26571.jpg,-65.65
38751,38752.jpg,8.27
42507,42508.jpg,-1.21
40723,40724.jpg,0.2
22942,22943.jpg,-2.82
7337,7338.jpg,-2.02
30494,30495.jpg,48.91
13661,13662.jpg,26.62
17284,17285.jpg,3.53
37404,37405.jpg,16.24
5509,5510.jpg,-3.33
7397,7398.jpg,-3.53
43617,43618.jpg,25.82
7787,7788.jpg,15.63
17177,17178.jpg,1.61
18511,18512.jpg,2.92
13176,13177.jpg,0.4
15899,15900.jpg,-7.56
15048,15049.jpg,16.54
31339,31340.jpg,0.71
6164,6165.jpg,2.52
18135,18136.jpg,15.13
14005,14006.jpg,-22.49
13117,13118.jpg,7.56
33018,33019.jpg,19.76
44486,44487.jpg,9.78
17649,17650.jpg,1.92
23386,23387.jpg,3.13
5437,5438.jpg,-19.56
17534,17535.jpg,5.14
40027,40028.jpg,-1.01
6277,6278.jpg,16.94
18942,18943.jpg,-0.2
4165,4166.jpg,9.78
9896,9897.jpg,27.73
36585,36586.jpg,24.4
3121,3122.jpg,4.44
40423,40424.jpg,13.51
17187,17188.jpg,0.61
36623,36624.jpg,26.82
34472,34473.jpg,70.08
5391,5392.jpg,-20.07
38594,38595.jpg,8.27
26974,26975.jpg,3.13
9429,9430.jpg,-2.82
44306,44307.jpg,9.78
4632,4633.jpg,6.55
35991,35992.jpg,-0.81
31843,31844.jpg,-26.22
5912,5913.jpg,-16.64
36989,36990.jpg,-19.06
25639,25640.jpg,-1.61
11060,11061.jpg,3.23
19645,19646.jpg,3.93
43772,43773.jpg,-4.24
39787,39788.jpg,-3.33
11590,11591.jpg,1.21
34626,34627.jpg,-59.7
22825,22826.jpg,-5.65
26429,26430.jpg,14.92
9693,9694.jpg,-11.8
42821,42822.jpg,12.91
6371,6372.jpg,19.46
37625,37626.jpg,-0.2
22799,22800.jpg,-9.08
11085,11086.jpg,1.31
28136,28137.jpg,33.58
19298,19299.jpg,15.53
25716,25717.jpg,-71.29
11215,11216.jpg,-0.4
28364,28365.jpg,6.96
22713,22714.jpg,-6.25
29678,29679.jpg,54.66
37712,37713.jpg,4.44
35573,35574.jpg,13.82
20618,20619.jpg,5.45
16257,16258.jpg,10.29
27453,27454.jpg,23.29
15589,15590.jpg,-19.36
30838,30839.jpg,8.57
13929,13930.jpg,-20.07
7679,7680.jpg,4.54
32170,32171.jpg,19.56
9399,9400.jpg,6.86
4774,4775.jpg,3.73
30434,30435.jpg,61.01
37903,37904.jpg,-9.88
26153,26154.jpg,93.68
25344,25345.jpg,-18.25
44664,44665.jpg,9.78
29432,29433.jpg,-13.21
17639,17640.jpg,1.92
31475,31476.jpg,-0.4
40658,40659.jpg,1.71
24778,24779.jpg,2.72
32376,32377.jpg,6.15
44294,44295.jpg,9.78
11970,11971.jpg,-12.81
25483,25484.jpg,1.51
10999,11000.jpg,-4.44
18686,18687.jpg,9.88
20971,20972.jpg,12.5
8376,8377.jpg,4.44
29633,29634.jpg,34.39
6937,6938.jpg,178.79
35128,35129.jpg,29.14
35032,35033.jpg,72.0
29108,29109.jpg,-2.82
34926,34927.jpg,20.27
37278,37279.jpg,-2.82
25681,25682.jpg,-49.21
39786,39787.jpg,-3.33
31294,31295.jpg,-6.55
25459,25460.jpg,-0.81
44335,44336.jpg,9.78
23877,23878.jpg,9.78
16501,16502.jpg,-10.59
33212,33213.jpg,-53.75
5776,5777.jpg,-11.19
40411,40412.jpg,13.51
7384,7385.jpg,-3.53
33332,33333.jpg,17.34
29119,29120.jpg,-2.52
35774,35775.jpg,-69.38
40064,40065.jpg,-2.62
7178,7179.jpg,-2.32
39113,39114.jpg,-153.4
8872,8873.jpg,0.61
45252,45253.jpg,16.64
19091,19092.jpg,-16.84
3304,3305.jpg,2.42
13057,13058.jpg,4.94
43442,43443.jpg,-3.93
42582,42583.jpg,16.84
13409,13410.jpg,8.57
33711,33712.jpg,-36.4
10492,10493.jpg,-0.3
8368,8369.jpg,4.24
40990,40991.jpg,1.61
14907,14908.jpg,16.13
16197,16198.jpg,13.41
2286,2287.jpg,-0.5
44310,44311.jpg,9.78
40920,40921.jpg,0.1
35692,35693.jpg,-43.46
9423,9424.jpg,-2.72
11230,11231.jpg,-1.71
3583,3584.jpg,2.52
9838,9839.jpg,-24.0
5174,5175.jpg,1.31
21428,21429.jpg,14.12
29426,29427.jpg,-15.33
2845,2846.jpg,1.21
34701,34702.jpg,-21.38
44728,44729.jpg,9.78
44185,44186.jpg,9.98
34432,34433.jpg,99.63
28509,28510.jpg,-20.27
6000,6001.jpg,-14.72
28376,28377.jpg,5.95
12876,12877.jpg,7.87
25525,25526.jpg,12.5
38704,38705.jpg,8.27
12340,12341.jpg,26.92
30936,30937.jpg,-14.62
45396,45397.jpg,1.82
43952,43953.jpg,-17.24
25898,25899.jpg,-9.18
29504,29505.jpg,-16.03
38986,38987.jpg,14.93
27270,27271.jpg,-3.23
1815,1816.jpg,0.0
10185,10186.jpg,0.0
38926,38927.jpg,7.76
2511,2512.jpg,0.5
4764,4765.jpg,2.52
19850,19851.jpg,-5.65
26041,26042.jpg,3.43
12413,12414.jpg,29.65
22139,22140.jpg,-2.62
14185,14186.jpg,-26.62
31335,31336.jpg,0.4
6582,6583.jpg,3.73
11789,11790.jpg,-15.33
1916,1917.jpg,-0.3
19166,19167.jpg,1.92
8510,8511.jpg,0.5
17367,17368.jpg,1.92
29891,29892.jpg,1.11
18523,18524.jpg,2.22
37835,37836.jpg,-9.38
10616,10617.jpg,-132.2
31581,31582.jpg,50.02
19257,19258.jpg,14.42
14466,14467.jpg,5.85
13365,13366.jpg,8.77
33875,33876.jpg,5.45
26658,26659.jpg,-61.92
25267,25268.jpg,0.5
30813,30814.jpg,0.0
13765,13766.jpg,30.15
26761,26762.jpg,-7.56
8312,8313.jpg,5.04
9750,9751.jpg,6.05
4544,4545.jpg,21.38
10435,10436.jpg,0.0
22273,22274.jpg,2.02
35300,35301.jpg,-7.97
40464,40465.jpg,14.02
18704,18705.jpg,7.56
9998,9999.jpg,-7.76
7743,7744.jpg,0.0
38356,38357.jpg,4.74
42034,42035.jpg,-3.53
30474,30475.jpg,43.46
10661,10662.jpg,-133.3
9075,9076.jpg,23.39
7121,7122.jpg,-2.32
25901,25902.jpg,-9.38
5279,5280.jpg,-25.41
12020,12021.jpg,2.42
1969,1970.jpg,0.3
17291,17292.jpg,3.23
23748,23749.jpg,-13.31
59,60.jpg,0.91
7297,7298.jpg,-3.83
8141,8142.jpg,0.1
34036,34037.jpg,15.43
30145,30146.jpg,-41.95
20909,20910.jpg,10.39
42459,42460.jpg,1.21
3153,3154.jpg,4.44
13010,13011.jpg,7.36
33271,33272.jpg,-20.47
41273,41274.jpg,1.82
25387,25388.jpg,-11.6
3758,3759.jpg,2.82
23409,23410.jpg,1.51
44956,44957.jpg,12.1
24547,24548.jpg,8.97
11629,11630.jpg,-12.2
4167,4168.jpg,9.58
38765,38766.jpg,8.27
8263,8264.jpg,1.41
34481,34482.jpg,70.39
7767,7768.jpg,16.34
362,363.jpg,-2.82
28308,28309.jpg,44.67
4399,4400.jpg,28.84
17726,17727.jpg,0.0
13667,13668.jpg,26.72
22932,22933.jpg,0.2
32960,32961.jpg,9.08
183,184.jpg,-1.21
27163,27164.jpg,6.76
17837,17838.jpg,8.07
5126,5127.jpg,0.0
22985,22986.jpg,1.71
20514,20515.jpg,-13.31
32340,32341.jpg,4.64
17977,17978.jpg,5.85
24989,24990.jpg,-25.11
35476,35477.jpg,26.12
30980,30981.jpg,-75.73
34541,34542.jpg,-17.85
30156,30157.jpg,0.0
12468,12469.jpg,28.13
23794,23795.jpg,1.01
26458,26459.jpg,10.89
3860,3861.jpg,3.53
32108,32109.jpg,21.88
23725,23726.jpg,-13.71
16588,16589.jpg,-11.6
5194,5195.jpg,1.01
17412,17413.jpg,3.23
42725,42726.jpg,13.71
38568,38569.jpg,8.27
26707,26708.jpg,-79.76
32652,32653.jpg,-9.98
23407,23408.jpg,1.61
30637,30638.jpg,0.0
41487,41488.jpg,-1.31
38855,38856.jpg,8.27
40574,40575.jpg,-1.11
22882,22883.jpg,6.35
43561,43562.jpg,-0.2
35306,35307.jpg,-7.26
23236,23237.jpg,12.2
23485,23486.jpg,-1.92
24412,24413.jpg,25.51
30105,30106.jpg,-43.97
24777,24778.jpg,2.62
41918,41919.jpg,-0.4
42198,42199.jpg,-3.63
22032,22033.jpg,1.01
20871,20872.jpg,8.67
15677,15678.jpg,-12.2
2502,2503.jpg,0.4
4573,4574.jpg,18.35
3526,3527.jpg,0.71
32470,32471.jpg,-28.94
21738,21739.jpg,5.34
37347,37348.jpg,23.19
9386,9387.jpg,23.8
17446,17447.jpg,2.62
21672,21673.jpg,24.2
20397,20398.jpg,0.5
43774,43775.jpg,-4.24
19471,19472.jpg,0.4
14886,14887.jpg,13.41
23804,23805.jpg,1.01
17628,17629.jpg,1.41
34833,34834.jpg,5.55
18556,18557.jpg,3.43
1540,1541.jpg,-1.92
34525,34526.jpg,5.85
6088,6089.jpg,-15.43
8287,8288.jpg,5.65
3362,3363.jpg,2.42
35511,35512.jpg,34.59
3395,3396.jpg,2.42
10567,10568.jpg,1.71
31872,31873.jpg,-0.61
8427,8428.jpg,0.1
30065,30066.jpg,-37.21
44945,44946.jpg,13.41
20244,20245.jpg,-9.48
4672,4673.jpg,11.6
23561,23562.jpg,-12.61
6758,6759.jpg,1.71
41861,41862.jpg,0.2
12446,12447.jpg,29.85
26068,26069.jpg,19.36
34096,34097.jpg,30.86
3204,3205.jpg,7.16
38998,38999.jpg,9.68
26916,26917.jpg,-10.29
44743,44744.jpg,9.78
41019,41020.jpg,1.92
27531,27532.jpg,24.81
260,261.jpg,92.47
36657,36658.jpg,22.39
18613,18614.jpg,9.18
34255,34256.jpg,-73.82
28566,28567.jpg,-19.26
41610,41611.jpg,0.91
22857,22858.jpg,0.2
30251,30252.jpg,4.74
43554,43555.jpg,1.92
